"","Matricula","NC","C"
"336","13-005-0020","0","1"
"337","13-006-0002","0","1"
"338","13-006-0003","0","1"
"339","13-006-0004","0","1"
"340","13-006-0005","0","1"
"341","13-006-0006","0","1"
"342","13-006-0007","0","1"
"343","13-006-0009","0","1"
"344","13-006-0011","0","1"
"345","13-006-0012","0","1"
"346","13-006-0013","0","1"
"347","13-006-0015","0","1"
"348","13-006-0016","0","1"
"349","13-006-0018","0","1"
"350","13-006-0020","0","1"
"351","13-008-0003","0","1"
"352","13-008-0006","0","1"
"353","13-008-0010","0","1"
"354","13-008-0011","0","1"
"355","13-008-0013","0","1"
"356","13-008-0014","0","1"
"357","13-008-0016","1","0"
"358","13-008-0025","0","1"
"359","13-008-0027","0","1"
"360","13-008-0029","0","1"
"361","13-008-0031","1","1"
"362","13-008-0032","0","1"
"363","13-010-0001","0","1"
"364","13-010-0003","0","1"
"365","13-010-0006","1","0"
"366","13-010-0009","0","1"
"367","13-010-0011","0","1"
"368","13-010-0013","0","1"
"369","13-010-0014","0","1"
"370","13-010-0015","0","1"
"371","13-010-0016","1","0"
"372","13-010-0017","0","1"
"373","13-010-0018","0","1"
"374","13-010-0020","0","1"
"375","13-010-0027","0","1"
"376","13-010-0030","0","1"
"377","13-011-0075","0","1"
"378","13-011-0160","0","1"
"379","13-011-0237","1","1"
"380","13-011-0266","0","1"
"381","13-011-0283","0","1"
"382","13-011-0289","1","1"
"383","13-011-0349","1","0"
"384","13-011-0365","0","1"
"385","13-011-0370","0","1"
"386","13-011-0372","0","1"
"387","13-011-0496","0","1"
"388","13-011-0560","0","1"
"389","13-011-0614","1","1"
"390","13-011-0661","0","1"
"391","13-011-0731","0","1"
"392","13-011-0742","0","1"
"393","13-011-0778","0","1"
"394","13-011-0794","0","1"
"395","13-011-0857","2","0"
"396","13-011-0863","0","1"
"397","13-011-0877","0","1"
"398","13-011-0893","0","1"
"399","13-011-0901","0","1"
"400","13-011-0954","0","1"
"401","13-011-0975","1","1"
"402","13-011-0982","0","1"
"403","13-011-0999","1","1"
"404","13-011-1013","1","0"
"405","14-001-0011","0","1"
"406","14-002-0186","2","0"
"407","14-003-0122","0","1"
"408","14-003-0321","1","1"
"409","14-003-0380","2","0"
"410","14-003-1204","0","1"
"411","14-003-1270","0","1"
"412","14-003-1498","2","1"
"413","14-004-0013","0","1"
"414","14-008-0003","1","0"
"415","14-010-0002","0","1"
"416","14-011-0044","2","1"
"417","14-011-0073","0","1"
"418","14-011-0075","0","1"
"419","14-011-0086","0","1"
"420","14-011-0092","0","1"
"421","14-011-0104","0","1"
"422","14-011-0114","0","1"
"423","14-011-0130","0","1"
"424","14-011-0137","0","1"
"425","14-011-0192","0","1"
"426","14-011-0209","0","1"
"427","14-011-0213","4","1"
"428","14-011-0239","0","1"
"429","14-011-0244","0","1"
"430","14-011-0275","0","1"
"431","14-011-0289","0","1"
"432","14-011-0293","0","1"
"433","14-011-0297","0","1"
"434","14-011-0313","2","1"
"435","14-011-0314","0","1"
"436","14-011-0321","0","1"
"437","14-011-0374","1","1"
"438","14-011-0398","0","1"
"439","14-011-0408","2","0"
"440","14-011-0437","0","1"
"441","14-011-0461","4","1"
"442","14-011-0482","0","1"
"443","14-011-0503","0","1"
"444","14-011-0537","0","1"
"445","14-011-0586","1","0"
"446","14-011-0597","0","1"
"447","14-011-0602","0","1"
"448","14-011-0612","1","1"
"449","14-011-0622","0","1"
"450","14-011-0706","1","0"
"451","14-011-0713","0","1"
"452","14-011-0720","0","1"
"453","14-011-0727","0","1"
"454","14-011-0770","1","1"
"455","14-011-0790","2","1"
"456","14-011-0868","0","1"
"457","14-011-0876","0","1"
"458","14-011-0904","1","1"
"459","14-011-0913","0","1"
"460","14-011-0921","0","1"
"461","14-011-0938","0","1"
"462","14-011-0973","2","1"
"463","14-011-0974","0","1"
"464","14-011-0976","0","1"
"465","14-011-0986","0","1"
"466","14-011-0988","0","1"
"467","14-011-0995","0","1"
"468","14-011-1039","0","1"
"469","14-011-1101","0","1"
"470","14-011-1102","0","1"
"471","14-011-1104","1","0"
"472","14-011-1105","0","1"
"473","14-011-1109","0","1"
"474","14-011-1142","2","0"
"475","14-011-1146","0","1"
"476","15-001-0252","1","0"
"477","15-001-0336","1","1"
"478","15-002-0070","0","1"
"479","15-002-0089","1","0"
"480","15-002-0289","0","1"
"481","15-003-0338","1","0"
"482","15-003-0775","0","1"
"483","15-007-0010","1","1"
"484","15-008-0001","0","1"
"485","15-008-0003","0","1"
"486","15-008-0004","0","1"
"487","15-008-0006","1","0"
"488","15-008-0007","0","1"
"489","15-008-0009","0","1"
"490","15-008-0010","0","1"
"491","15-008-0015","0","1"
"492","15-008-0022","0","1"
"493","15-008-0028","0","1"
"494","15-008-0030","1","0"
"495","15-009-0001","0","1"
"496","15-009-0007","0","1"
"497","15-009-0009","0","1"
"498","15-009-0011","0","1"
"499","15-009-0012","0","1"
"500","15-009-0013","0","1"
"501","15-009-0016","0","1"
"502","15-009-0018","0","1"
"503","15-009-0020","0","1"
"504","15-009-0021","0","1"
"505","15-009-0022","0","1"
"506","15-009-0026","0","1"
"507","15-009-0027","0","1"
"508","15-009-0028","0","1"
"509","15-010-0002","1","0"
"510","15-010-0003","1","0"
"511","15-010-0006","0","1"
"512","15-010-0007","0","1"
"513","15-010-0009","0","1"
"514","15-010-0010","0","1"
"515","15-010-0011","2","0"
"516","15-010-0013","0","1"
"517","15-010-0015","0","1"
"518","15-010-0018","0","1"
"519","15-010-0022","0","1"
"520","15-010-0023","0","1"
"521","15-010-0028","0","1"
"522","15-010-0029","0","1"
"523","15-010-0031","0","1"
"524","15-010-0033","0","1"
"525","15-010-0035","0","1"
"526","15-011-0011","0","1"
"527","15-011-0014","0","1"
"528","15-011-0026","0","1"
"529","15-011-0035","0","1"
"530","15-011-0045","0","1"
"531","15-011-0046","0","1"
"532","15-011-0047","0","1"
"533","15-011-0049","0","1"
"534","15-011-0058","0","1"
"535","15-011-0076","1","0"
"536","15-011-0079","0","1"
"537","15-011-0085","0","1"
"538","15-011-0089","0","1"
"539","15-011-0096","3","0"
"540","15-011-0098","0","1"
"541","15-011-0099","1","0"
"542","15-011-0107","0","1"
"543","15-011-0114","0","1"
"544","15-011-0125","0","1"
"545","15-011-0128","1","0"
"546","15-011-0139","0","1"
"547","15-011-0144","0","1"
"548","15-011-0150","1","0"
"549","15-011-0157","0","1"
"550","15-011-0170","0","1"
"551","15-011-0172","1","1"
"552","15-011-0185","0","1"
"553","15-011-0186","0","1"
"554","15-011-0196","0","1"
"555","15-011-0208","0","1"
"556","15-011-0223","1","0"
"557","15-011-0224","0","1"
"558","15-011-0258","0","1"
"559","15-011-0278","0","1"
"560","15-011-0280","1","0"
"561","15-011-0283","2","1"
"562","15-011-0284","0","1"
"563","15-011-0286","0","1"
"564","15-011-0289","0","1"
"565","15-011-0306","0","1"
"566","15-011-0332","0","1"
"567","15-011-0334","0","1"
"568","15-011-0336","0","1"
"569","15-011-0339","2","0"
"570","15-011-0340","0","1"
"571","15-011-0353","0","1"
"572","15-011-0365","0","1"
"573","15-011-0379","0","1"
"574","15-011-0409","3","0"
"575","15-011-0465","0","1"
"576","15-011-0477","0","1"
"577","15-011-0478","1","1"
"578","15-011-0528","0","1"
"579","15-011-0535","1","0"
"580","15-011-0548","0","1"
"581","15-011-0557","0","1"
"582","15-011-0558","0","1"
"583","15-011-0578","1","1"
"584","15-011-0584","1","0"
"585","15-011-0592","0","1"
"586","15-011-0608","0","1"
"587","15-011-0667","0","1"
"588","15-011-0668","2","1"
"589","15-011-0677","1","1"
"590","15-011-0679","1","0"
"591","15-011-0680","0","1"
"592","15-011-0704","2","0"
"593","15-011-0711","1","1"
"594","15-011-0738","1","1"
"595","15-011-0748","0","1"
"596","15-011-0791","0","1"
"597","15-011-0802","2","0"
"598","15-011-0828","0","1"
"599","15-011-0855","0","1"
"600","15-011-0886","0","1"
"601","15-011-0890","0","1"
"602","15-011-0898","1","0"
"603","15-011-0899","0","1"
"604","15-011-0924","0","1"
"605","15-011-0949","1","1"
"606","15-011-0951","0","1"
"607","15-011-0957","0","1"
"608","15-011-1025","0","1"
"609","15-011-1037","2","0"
"610","15-011-1060","0","1"
"611","15-011-1085","0","1"
"612","15-011-1094","0","1"
"613","15-011-1107","0","1"
"614","15-011-1119","0","1"
"615","15-011-1135","2","1"
"616","15-011-1152","1","1"
"617","15-011-1185","0","1"
"618","15-011-1187","0","1"
"619","15-011-1190","0","1"
"620","15-011-1209","0","1"
"621","15-011-1225","0","1"
"622","15-011-1226","0","1"
"623","15-011-1234","0","1"
"624","15-011-1245","0","1"
"625","15-011-1255","0","1"
"626","15-011-1297","0","1"
"627","16-001-0022","2","0"
"628","16-001-0046","0","1"
"629","16-001-0243","1","0"
"630","16-002-0119","0","1"
"631","16-003-0405","1","0"
"632","16-003-1449","1","0"
"633","16-004-0073","0","1"
"634","16-008-0002","0","1"
"635","16-008-0006","1","0"
"636","16-008-0009","0","1"
"637","16-008-0010","0","1"
"638","16-008-0011","0","1"
"639","16-008-0012","1","0"
"640","16-008-0015","1","0"
"641","16-008-0017","0","1"
"642","16-008-0019","1","1"
"643","16-008-0023","1","0"
"644","16-010-0002","1","0"
"645","16-010-0004","0","1"
"646","16-010-0007","0","1"
"647","16-010-0014","0","1"
"648","16-010-0019","0","1"
"649","16-010-0020","0","1"
"650","16-010-0022","0","1"
"651","16-010-0023","0","1"
"652","16-010-0024","0","1"
"653","16-011-0004","0","1"
"654","16-011-0010","0","1"
"655","16-011-0014","0","1"
"656","16-011-0018","1","0"
"657","16-011-0030","0","1"
"658","16-011-0036","0","1"
"659","16-011-0038","1","0"
"660","16-011-0040","0","1"
"661","16-011-0042","1","0"
"662","16-011-0048","0","1"
"663","16-011-0050","0","1"
"664","16-011-0053","0","1"
"665","16-011-0059","0","1"
"666","16-011-0061","2","0"
"667","16-011-0063","0","1"
"668","16-011-0067","1","1"
"669","16-011-0069","0","1"
"670","16-011-0072","0","1"
"671","16-011-0079","0","1"
"672","16-011-0090","2","1"
"673","16-011-0091","5","0"
"674","16-011-0098","0","1"
"675","16-011-0103","1","0"
"676","16-011-0112","0","1"
"677","16-011-0121","0","1"
"678","16-011-0129","0","1"
"679","16-011-0138","0","1"
"680","16-011-0139","0","1"
"681","16-011-0154","0","1"
"682","16-011-0163","0","1"
"683","16-011-0169","1","0"
"684","16-011-0179","0","1"
"685","16-011-0188","1","0"
"686","16-011-0189","1","1"
"687","16-011-0190","2","0"
"688","16-011-0208","0","1"
"689","16-011-0214","1","0"
"690","16-011-0218","0","1"
"691","16-011-0221","0","1"
"692","16-011-0226","2","0"
"693","16-011-0232","1","0"
"694","16-011-0263","0","1"
"695","16-011-0272","0","1"
"696","16-011-0320","0","1"
"697","16-011-0335","1","0"
"698","16-011-0349","0","1"
"699","16-011-0353","0","1"
"700","16-011-0361","0","1"
"701","16-011-0370","0","1"
"702","16-011-0420","2","1"
"703","16-011-0437","0","1"
"704","16-011-0444","0","1"
"705","16-011-0446","0","1"
"706","16-011-0456","1","1"
"707","16-011-0468","1","0"
"708","16-011-0476","1","1"
"709","16-011-0526","1","1"
"710","16-011-0577","0","1"
"711","16-011-0578","0","1"
"712","16-011-0580","3","1"
"713","16-011-0584","1","0"
"714","16-011-0626","2","0"
"715","16-011-0631","0","1"
"716","16-011-0650","1","0"
"717","16-011-0654","0","1"
"718","16-011-0658","0","1"
"719","16-011-0664","0","1"
"720","16-011-0669","0","1"
"721","16-011-0671","1","0"
"722","16-011-0792","0","1"
"723","16-011-0795","0","1"
"724","16-011-0857","1","0"
"725","16-011-0900","1","0"
"726","16-011-1024","0","1"
"727","16-011-1072","0","1"
"728","16-011-1093","1","0"
"729","16-011-1131","1","0"
"730","16-011-1138","0","1"
"731","16-011-1203","2","0"
"732","16-011-1225","1","0"
"733","17-002-0265","0","1"
"734","17-002-0323","0","1"
"735","17-002-0359","0","1"
"736","17-003-1307","2","0"
"737","17-003-1450","2","0"
"738","17-003-1598","0","1"
"739","17-003-1647","0","1"
"740","17-005-0001","0","1"
"741","17-005-0003","0","1"
"742","17-005-0008","1","0"
"743","17-005-0010","0","1"
"744","17-005-0012","0","1"
"745","17-005-0013","0","1"
"746","17-005-0016","0","1"
"747","17-005-0017","1","0"
"748","17-005-0021","1","0"
"749","17-005-0022","1","0"
"750","17-006-0002","0","1"
"751","17-006-0004","0","1"
"752","17-006-0005","0","1"
"753","17-006-0010","0","1"
"754","17-006-0012","0","1"
"755","17-006-0014","0","1"
"756","17-006-0016","0","1"
"757","17-006-0017","0","1"
"758","17-007-0004","0","1"
"759","17-007-0005","1","0"
"760","17-007-0008","0","1"
"761","17-007-0009","1","0"
"762","17-007-0011","0","1"
"763","17-011-0048","0","1"
"764","17-011-0062","2","0"
"765","17-011-0081","1","1"
"766","17-011-0089","0","1"
"767","17-011-0093","0","1"
"768","17-011-0094","0","1"
"769","17-011-0095","0","1"
"770","17-011-0104","0","1"
"771","17-011-0108","0","1"
"772","17-011-0146","1","1"
"773","17-011-0147","1","0"
"774","17-011-0150","0","1"
"775","17-011-0168","0","1"
"776","17-011-0170","0","1"
"777","17-011-0178","0","1"
"778","17-011-0204","1","0"
"779","17-011-0228","2","0"
"780","17-011-0242","0","1"
"781","17-011-0262","0","1"
"782","17-011-0265","0","1"
"783","17-011-0277","2","0"
"784","17-011-0288","0","1"
"785","17-011-0291","0","1"
"786","17-011-0297","0","1"
"787","17-011-0303","0","1"
"788","17-011-0351","1","1"
"789","17-011-0355","1","1"
"790","17-011-0379","0","1"
"791","17-011-0380","1","1"
"792","17-011-0398","1","0"
"793","17-011-0404","0","1"
"794","17-011-0408","2","0"
"795","17-011-0465","0","1"
"796","17-011-0470","0","1"
"797","17-011-0480","0","1"
"798","17-011-0504","0","1"
"799","17-011-0518","0","1"
"800","17-011-0550","0","1"
"801","17-011-0589","1","1"
"802","17-011-0593","0","1"
"803","17-011-0597","1","0"
"804","17-011-0653","2","0"
"805","17-011-0726","0","1"
"806","17-011-0728","0","1"
"807","17-011-0774","0","1"
"808","17-011-0814","0","1"
"809","17-011-0831","0","1"
"810","17-011-0854","0","1"
"811","17-011-0962","1","0"
"812","17-011-0992","0","1"
"813","17-011-1023","1","1"
"814","17-011-1035","0","1"
"815","17-011-1044","0","1"
"816","17-011-1051","0","1"
"817","17-011-1135","0","1"
"818","17-011-1168","0","1"
"819","17-011-1176","0","1"
"820","17-011-1180","1","1"
"821","17-011-1220","2","0"
"822","18-001-0188","1","1"
"823","18-002-0496","0","1"
"824","18-002-0604","0","1"
"825","18-003-0263","1","0"
"826","18-010-0005","2","0"
"827","18-010-0029","1","0"
"828","18-011-0005","2","0"
"829","18-011-0028","0","1"
"830","18-011-0034","1","0"
"831","18-011-0048","1","0"
"832","18-011-0074","0","1"
"833","18-011-0075","0","1"
"834","18-011-0086","0","1"
"835","18-011-0091","0","1"
"836","18-011-0118","1","0"
"837","18-011-0125","1","1"
"838","18-011-0130","0","1"
"839","18-011-0143","0","1"
"840","18-011-0156","0","1"
"841","18-011-0165","0","1"
"842","18-011-0168","1","0"
"843","18-011-0199","1","0"
"844","18-011-0202","0","1"
"845","18-011-0275","1","0"
"846","18-011-0298","1","0"
"847","18-011-0306","0","1"
"848","18-011-0308","1","0"
"849","18-011-0321","1","0"
"850","18-011-0387","0","1"
"851","18-011-0455","0","1"
"852","18-011-0504","2","1"
"853","18-011-0567","0","1"
"854","18-011-0588","2","0"
"855","18-011-0616","1","0"
"856","18-011-0686","1","0"
"857","18-011-0767","1","1"
"858","18-011-0822","1","0"
"859","18-011-0832","2","0"
"860","18-011-0847","1","0"
"861","18-011-0849","0","1"
"862","18-011-0882","0","1"
"863","18-011-0927","0","1"
"864","18-011-0972","1","0"
"865","18-011-1037","1","1"
"866","18-011-1086","1","0"
"867","18-011-1156","0","1"
"868","18-011-1204","1","0"
"869","18-011-1206","0","1"
"870","18-011-1218","1","1"
"871","18-011-1237","0","1"
"872","18-011-1285","1","0"
"873","18-011-1339","0","1"
"874","18-011-1371","0","1"
"875","18-011-1390","2","0"
"876","18-011-1394","0","1"
"877","18-011-1457","0","1"
"878","19-011-0001","0","1"
"879","19-011-0044","1","0"
"880","19-011-0056","1","0"
"881","19-011-0062","1","0"
"882","19-011-0068","1","0"
"883","19-011-0105","0","1"
"884","19-011-0137","1","0"
"885","19-011-0146","0","1"
"886","19-011-0162","1","0"
"887","19-011-0209","1","0"
"888","19-011-0294","1","0"
"889","19-011-0450","1","0"
"890","19-011-0518","1","0"
"891","19-011-0536","1","0"
"892","19-011-0587","1","0"
"893","19-011-0589","1","0"
"894","19-011-0625","0","1"
"895","19-011-0756","0","1"
"896","19-011-0807","1","0"
"897","19-011-0808","0","1"
"898","19-011-0842","1","0"
"899","19-011-0851","0","1"
"900","19-011-0852","0","1"
"901","19-011-0869","1","0"
"902","19-011-0888","0","1"
"903","19-011-0968","1","0"
"904","20-011-0760","1","0"
