"","Matricula","NC","C"
"336","14-011-0314","0","1"
"337","14-011-0321","0","1"
"338","14-011-0374","0","1"
"339","14-011-0398","0","1"
"340","14-011-0408","0","1"
"341","14-011-0437","2","0"
"342","14-011-0461","0","1"
"343","14-011-0482","0","1"
"344","14-011-0503","0","1"
"345","14-011-0537","0","1"
"346","14-011-0597","0","1"
"347","14-011-0602","0","1"
"348","14-011-0612","0","1"
"349","14-011-0622","0","1"
"350","14-011-0713","0","1"
"351","14-011-0720","0","1"
"352","14-011-0727","0","1"
"353","14-011-0770","0","1"
"354","14-011-0790","0","1"
"355","14-011-0868","0","1"
"356","14-011-0876","0","1"
"357","14-011-0904","1","1"
"358","14-011-0913","0","1"
"359","14-011-0921","0","1"
"360","14-011-0938","0","1"
"361","14-011-0973","0","1"
"362","14-011-0974","0","1"
"363","14-011-0976","1","0"
"364","14-011-0988","0","1"
"365","14-011-0995","0","1"
"366","14-011-1039","0","1"
"367","14-011-1101","0","1"
"368","14-011-1102","0","1"
"369","14-011-1105","0","1"
"370","14-011-1109","0","1"
"371","14-011-1142","0","1"
"372","14-011-1146","0","1"
"373","15-001-0342","1","0"
"374","15-002-0070","0","1"
"375","15-002-0289","0","1"
"376","15-003-0338","0","1"
"377","15-003-0775","1","1"
"378","15-003-0936","0","1"
"379","15-003-1441","0","1"
"380","15-007-0010","2","0"
"381","15-008-0001","2","0"
"382","15-008-0006","2","0"
"383","15-008-0007","0","1"
"384","15-008-0009","2","0"
"385","15-008-0013","0","1"
"386","15-008-0015","2","0"
"387","15-008-0020","1","0"
"388","15-008-0022","1","1"
"389","15-008-0023","1","0"
"390","15-008-0026","2","0"
"391","15-008-0030","2","1"
"392","15-009-0009","2","0"
"393","15-009-0013","0","1"
"394","15-009-0016","2","0"
"395","15-009-0021","1","1"
"396","15-009-0028","2","0"
"397","15-010-0002","0","1"
"398","15-010-0007","0","1"
"399","15-010-0013","1","1"
"400","15-010-0015","0","1"
"401","15-010-0018","1","0"
"402","15-010-0022","0","1"
"403","15-010-0023","0","1"
"404","15-010-0028","1","1"
"405","15-010-0031","2","0"
"406","15-010-0033","0","1"
"407","15-010-0035","0","1"
"408","15-011-0011","0","1"
"409","15-011-0014","0","1"
"410","15-011-0026","1","1"
"411","15-011-0035","0","1"
"412","15-011-0045","0","1"
"413","15-011-0046","0","1"
"414","15-011-0049","0","1"
"415","15-011-0079","0","1"
"416","15-011-0085","0","1"
"417","15-011-0089","0","1"
"418","15-011-0096","0","1"
"419","15-011-0098","0","1"
"420","15-011-0107","0","1"
"421","15-011-0114","1","1"
"422","15-011-0125","0","1"
"423","15-011-0144","0","1"
"424","15-011-0157","0","1"
"425","15-011-0170","0","1"
"426","15-011-0172","0","1"
"427","15-011-0196","0","1"
"428","15-011-0223","0","1"
"429","15-011-0224","0","1"
"430","15-011-0258","0","1"
"431","15-011-0278","0","1"
"432","15-011-0284","0","1"
"433","15-011-0286","0","1"
"434","15-011-0306","0","1"
"435","15-011-0332","0","1"
"436","15-011-0336","0","1"
"437","15-011-0339","0","1"
"438","15-011-0353","0","1"
"439","15-011-0365","0","1"
"440","15-011-0379","0","1"
"441","15-011-0409","0","1"
"442","15-011-0465","0","1"
"443","15-011-0478","0","1"
"444","15-011-0505","0","1"
"445","15-011-0548","0","1"
"446","15-011-0558","0","1"
"447","15-011-0578","0","1"
"448","15-011-0584","0","1"
"449","15-011-0592","0","1"
"450","15-011-0608","0","1"
"451","15-011-0667","0","1"
"452","15-011-0668","0","1"
"453","15-011-0677","0","1"
"454","15-011-0679","0","1"
"455","15-011-0704","0","1"
"456","15-011-0711","0","1"
"457","15-011-0791","0","1"
"458","15-011-0802","0","1"
"459","15-011-0828","0","1"
"460","15-011-0886","0","1"
"461","15-011-0890","0","1"
"462","15-011-0924","1","0"
"463","15-011-0951","0","1"
"464","15-011-0957","0","1"
"465","15-011-1025","0","1"
"466","15-011-1060","0","1"
"467","15-011-1085","0","1"
"468","15-011-1094","0","1"
"469","15-011-1107","0","1"
"470","15-011-1119","0","1"
"471","15-011-1152","0","1"
"472","15-011-1185","0","1"
"473","15-011-1187","0","1"
"474","15-011-1190","0","1"
"475","15-011-1209","1","1"
"476","15-011-1225","0","1"
"477","15-011-1234","0","1"
"478","15-011-1245","0","1"
"479","15-011-1255","0","1"
"480","15-011-1297","0","1"
"481","16-001-0046","0","1"
"482","16-001-0243","0","1"
"483","16-004-0073","0","1"
"484","16-008-0002","1","0"
"485","16-008-0006","1","0"
"486","16-008-0009","1","0"
"487","16-008-0010","1","0"
"488","16-008-0013","1","0"
"489","16-008-0017","1","0"
"490","16-010-0020","0","1"
"491","16-011-0004","0","1"
"492","16-011-0010","0","1"
"493","16-011-0014","0","1"
"494","16-011-0030","1","1"
"495","16-011-0036","0","1"
"496","16-011-0047","0","1"
"497","16-011-0048","0","1"
"498","16-011-0050","0","1"
"499","16-011-0053","0","1"
"500","16-011-0059","0","1"
"501","16-011-0061","0","1"
"502","16-011-0067","0","1"
"503","16-011-0069","0","1"
"504","16-011-0072","0","1"
"505","16-011-0079","0","1"
"506","16-011-0090","0","1"
"507","16-011-0098","0","1"
"508","16-011-0112","0","1"
"509","16-011-0129","0","1"
"510","16-011-0138","0","1"
"511","16-011-0139","0","1"
"512","16-011-0154","0","1"
"513","16-011-0163","0","1"
"514","16-011-0169","0","1"
"515","16-011-0179","0","1"
"516","16-011-0188","1","1"
"517","16-011-0190","0","1"
"518","16-011-0214","1","0"
"519","16-011-0218","0","1"
"520","16-011-0221","0","1"
"521","16-011-0232","1","0"
"522","16-011-0263","0","1"
"523","16-011-0272","0","1"
"524","16-011-0320","0","1"
"525","16-011-0349","0","1"
"526","16-011-0353","0","1"
"527","16-011-0361","0","1"
"528","16-011-0420","0","1"
"529","16-011-0437","0","1"
"530","16-011-0444","0","1"
"531","16-011-0446","0","1"
"532","16-011-0468","0","1"
"533","16-011-0476","0","1"
"534","16-011-0526","0","1"
"535","16-011-0577","0","1"
"536","16-011-0578","0","1"
"537","16-011-0580","0","1"
"538","16-011-0584","0","1"
"539","16-011-0626","0","1"
"540","16-011-0631","0","1"
"541","16-011-0650","1","0"
"542","16-011-0654","0","1"
"543","16-011-0664","0","1"
"544","16-011-0669","0","1"
"545","16-011-0792","0","1"
"546","16-011-0795","0","1"
"547","16-011-0977","0","1"
"548","16-011-1072","0","1"
"549","16-011-1136","0","1"
"550","16-011-1138","0","1"
"551","16-011-1203","0","1"
"552","17-002-0265","0","1"
"553","17-002-0323","0","1"
"554","17-002-0359","0","1"
"555","17-003-1307","2","0"
"556","17-003-1598","0","1"
"557","17-003-1647","0","1"
"558","17-011-0048","0","1"
"559","17-011-0080","0","1"
"560","17-011-0081","0","1"
"561","17-011-0094","0","1"
"562","17-011-0095","0","1"
"563","17-011-0150","1","0"
"564","17-011-0168","0","1"
"565","17-011-0201","1","0"
"566","17-011-0204","0","1"
"567","17-011-0220","0","1"
"568","17-011-0242","0","1"
"569","17-011-0262","0","1"
"570","17-011-0265","0","1"
"571","17-011-0281","0","1"
"572","17-011-0288","0","1"
"573","17-011-0291","0","1"
"574","17-011-0297","0","1"
"575","17-011-0339","0","1"
"576","17-011-0351","0","1"
"577","17-011-0355","0","1"
"578","17-011-0379","0","1"
"579","17-011-0380","0","1"
"580","17-011-0389","0","1"
"581","17-011-0398","0","1"
"582","17-011-0404","0","1"
"583","17-011-0465","0","1"
"584","17-011-0470","0","1"
"585","17-011-0504","0","1"
"586","17-011-0550","1","0"
"587","17-011-0570","1","0"
"588","17-011-0589","1","0"
"589","17-011-0593","0","1"
"590","17-011-0774","0","1"
"591","17-011-0814","0","1"
"592","17-011-0831","0","1"
"593","17-011-0854","1","0"
"594","17-011-0962","0","1"
"595","17-011-0993","0","1"
"596","17-011-1023","0","1"
"597","17-011-1035","0","1"
"598","17-011-1051","0","1"
"599","17-011-1135","0","1"
"600","17-011-1168","0","1"
"601","17-011-1220","0","1"
"602","18-010-0037","1","0"
"603","18-011-0125","0","1"
