"","Matricula","NC","C"
"77","07-005-0001","1","0"
"78","07-006-0001","0","1"
"79","07-006-0002","1","0"
"80","07-006-0004","0","1"
"81","07-006-0005","0","1"
"82","07-006-0006","0","1"
"83","07-006-0007","0","1"
"84","07-007-0002","1","0"
"85","07-007-0004","0","1"
"86","07-008-0001","0","1"
"87","07-008-0003","0","1"
"88","07-008-0005","0","1"
"89","07-008-0006","0","1"
"90","07-008-0010","0","1"
"91","07-008-0011","0","1"
"92","07-008-0014","1","1"
"93","07-008-0015","0","1"
"94","07-009-0001","0","1"
"95","07-009-0003","0","1"
"96","07-010-0002","0","1"
"97","07-010-0003","1","1"
"98","07-010-0004","1","0"
"99","07-010-0007","0","1"
"100","07-010-0008","0","1"
"101","07-010-0009","0","1"
"102","07-010-0011","0","1"
"103","07-010-0016","0","1"
"104","07-010-0018","0","1"
"105","07-010-0019","0","1"
"106","07-010-0020","0","1"
"107","07-010-0021","0","1"
"108","07-010-0022","2","1"
"109","07-010-0023","0","1"
"110","07-010-0025","0","1"
"111","07-011-0085","0","1"
"112","07-011-0214","0","1"
"113","07-011-0375","0","1"
"114","07-011-0521","0","1"
"115","07-011-0523","0","1"
"116","07-011-0539","0","1"
"117","07-011-0662","0","1"
"118","07-011-0906","2","1"
"119","07-011-0923","0","1"
"120","08-003-0842","0","1"
"121","08-005-0007","1","0"
"122","08-006-0001","0","1"
"123","08-006-0003","0","1"
"124","08-006-0005","0","1"
"125","08-006-0006","0","1"
"126","08-006-0007","0","1"
"127","08-006-0008","0","1"
"128","08-006-0009","0","1"
"129","08-006-0011","0","1"
"130","08-007-0002","0","1"
"131","08-008-0001","0","1"
"132","08-008-0002","0","1"
"133","08-008-0003","0","1"
"134","08-008-0004","0","1"
"135","08-008-0006","0","1"
"136","08-008-0008","0","1"
"137","08-008-0009","0","1"
"138","08-008-0010","0","1"
"139","08-008-0011","0","1"
"140","08-008-0012","0","1"
"141","08-008-0014","0","1"
"142","08-009-0001","1","0"
"143","08-009-0002","0","1"
"144","08-009-0004","0","1"
"145","08-009-0008","0","1"
"146","08-009-0011","0","1"
"147","08-009-0016","0","1"
"148","08-009-0017","0","1"
"149","08-009-0018","0","1"
"150","08-009-0019","0","1"
"151","08-009-0020","0","1"
"152","08-009-0023","0","1"
"153","08-009-0024","0","1"
"154","08-009-0025","0","1"
"155","08-009-0026","0","1"
"156","08-011-0052","0","1"
"157","08-011-0062","0","1"
"158","08-011-0331","1","1"
"159","08-011-0532","0","1"
"160","08-011-0908","0","1"
"161","08-011-0928","2","1"
"162","08-011-1022","1","1"
"163","09-002-0168","0","1"
"164","09-002-0244","0","1"
"165","09-003-0062","0","1"
"166","09-005-0003","0","1"
"167","09-006-0001","0","1"
"168","09-006-0002","0","1"
"169","09-006-0003","0","1"
"170","09-006-0004","0","1"
"171","09-007-0001","0","1"
"172","09-008-0004","0","1"
"173","09-008-0005","0","1"
"174","09-008-0007","1","1"
"175","09-008-0008","0","1"
"176","09-008-0011","0","1"
"177","09-008-0012","0","1"
"178","09-008-0013","0","1"
"179","09-008-0014","0","1"
"180","09-008-0020","0","1"
"181","09-008-0021","0","1"
"182","09-008-0027","0","1"
"183","09-008-0029","0","1"
"184","09-009-0001","0","1"
"185","09-010-0001","0","1"
"186","09-010-0002","0","1"
"187","09-010-0005","0","1"
"188","09-010-0009","0","1"
"189","09-010-0011","0","1"
"190","09-010-0013","0","1"
"191","09-010-0014","1","0"
"192","09-010-0018","0","1"
"193","09-010-0021","2","1"
"194","09-010-0026","0","1"
"195","09-010-0028","0","1"
"196","09-011-0034","0","1"
"197","09-011-0242","0","1"
"198","09-011-0587","0","1"
"199","09-011-0627","0","1"
"200","10-002-0044","0","1"
"201","10-003-0424","0","1"
"202","10-003-0840","0","1"
"203","10-003-1048","0","1"
"204","10-003-1374","0","1"
"205","10-005-0001","0","1"
"206","10-005-0002","0","1"
"207","10-005-0003","0","1"
"208","10-005-0004","0","1"
"209","10-005-0005","0","1"
"210","10-005-0008","2","1"
"211","10-005-0013","0","1"
"212","10-005-0015","1","0"
"213","10-005-0019","0","1"
"214","10-005-0020","0","1"
"215","10-005-0021","0","1"
"216","10-007-0001","0","1"
"217","10-008-0001","0","1"
"218","10-008-0003","0","1"
"219","10-008-0008","0","1"
"220","10-008-0010","1","1"
"221","10-008-0015","1","1"
"222","10-008-0018","1","0"
"223","10-008-0020","0","1"
"224","10-008-0021","0","1"
"225","10-008-0025","1","1"
"226","10-008-0026","0","1"
"227","10-008-0033","0","1"
"228","10-008-0034","0","1"
"229","10-008-0035","0","1"
"230","10-008-0037","1","0"
"231","10-009-0007","1","0"
"232","10-009-0010","0","1"
"233","10-009-0014","1","1"
"234","10-009-0016","0","1"
"235","10-009-0019","0","1"
"236","10-009-0025","0","1"
"237","10-009-0029","1","1"
"238","10-009-0030","0","1"
"239","10-009-0031","0","1"
"240","10-009-0032","0","1"
"241","10-010-0003","0","1"
"242","10-011-0116","1","1"
"243","10-011-0137","0","1"
"244","10-011-0181","1","0"
"245","10-011-0270","0","1"
"246","10-011-0301","3","1"
"247","10-011-0316","0","1"
"248","10-011-0350","0","1"
"249","10-011-0531","0","1"
"250","11-001-0089","1","1"
"251","11-002-0059","2","0"
"252","11-002-0068","0","1"
"253","11-002-0199","2","1"
"254","11-002-0342","0","1"
"255","11-003-1070","0","1"
"256","11-004-0099","0","1"
"257","11-005-0003","0","1"
"258","11-005-0004","0","1"
"259","11-005-0005","0","1"
"260","11-005-0011","2","1"
"261","11-005-0012","1","1"
"262","11-006-0001","0","1"
"263","11-007-0001","0","1"
"264","11-008-0003","0","1"
"265","11-008-0005","0","1"
"266","11-008-0006","0","1"
"267","11-010-0004","1","1"
"268","11-010-0007","0","1"
"269","11-010-0009","0","1"
"270","11-010-0011","0","1"
"271","11-010-0013","1","0"
"272","11-010-0016","0","1"
"273","11-010-0017","0","1"
"274","11-010-0018","0","1"
"275","11-010-0019","0","1"
"276","11-010-0021","0","1"
"277","11-010-0023","0","1"
"278","11-010-0024","1","0"
"279","11-010-0029","0","1"
"280","11-010-0030","0","1"
"281","11-011-0378","0","1"
"282","11-011-0566","0","1"
"283","11-011-0581","1","1"
"284","11-011-0678","0","1"
"285","12-001-0069","0","1"
"286","12-003-0277","0","1"
"287","12-003-0782","0","1"
"288","12-003-1635","0","1"
"289","12-003-1684","0","1"
"290","12-004-0084","0","1"
"291","12-004-0115","0","1"
"292","12-005-0001","0","1"
"293","12-006-0001","0","1"
"294","12-008-0002","0","1"
"295","12-008-0008","1","1"
"296","12-008-0010","0","1"
"297","12-008-0013","0","1"
"298","12-008-0016","0","1"
"299","12-008-0019","1","1"
"300","12-008-0023","0","1"
"301","12-008-0025","0","1"
"302","12-008-0026","0","1"
"303","12-008-0028","1","0"
"304","12-009-0002","1","1"
"305","12-009-0007","1","0"
"306","12-009-0008","0","1"
"307","12-009-0012","1","0"
"308","12-009-0015","0","1"
"309","12-009-0019","0","1"
"310","12-009-0020","0","1"
"311","12-009-0026","0","1"
"312","12-009-0027","0","1"
"313","12-011-0037","0","1"
"314","12-011-0092","0","1"
"315","12-011-0147","0","1"
"316","12-011-0175","0","1"
"317","12-011-0180","0","1"
"318","12-011-0776","0","1"
"319","12-011-0905","0","1"
"320","12-011-0957","0","1"
"321","12-011-1009","0","1"
"322","12-011-1192","0","1"
"323","13-001-0041","0","1"
"324","13-001-0109","1","1"
"325","13-001-0265","3","1"
"326","13-003-0256","0","1"
"327","13-003-0582","1","0"
"328","13-003-0882","0","1"
"329","13-003-0941","0","1"
"330","13-003-1054","0","1"
"331","13-003-1374","0","1"
"332","13-003-1505","0","1"
"333","13-003-1577","1","1"
"334","13-004-0021","0","1"
"335","13-004-0104","1","0"
"336","13-004-0154","0","1"
"337","13-004-0194","1","0"
"338","13-005-0002","0","1"
"339","13-005-0003","0","1"
"340","13-005-0004","0","1"
"341","13-005-0006","0","1"
"342","13-005-0008","0","1"
"343","13-005-0009","1","0"
"344","13-005-0013","0","1"
"345","13-005-0015","0","1"
"346","13-005-0017","0","1"
"347","13-005-0018","2","1"
"348","13-005-0020","0","1"
"349","13-006-0002","0","1"
"350","13-006-0003","0","1"
"351","13-006-0004","0","1"
"352","13-006-0005","0","1"
"353","13-006-0006","0","1"
"354","13-006-0007","0","1"
"355","13-006-0009","0","1"
"356","13-006-0011","0","1"
"357","13-006-0012","0","1"
"358","13-006-0013","0","1"
"359","13-006-0015","0","1"
"360","13-006-0016","0","1"
"361","13-006-0018","0","1"
"362","13-006-0020","0","1"
"363","13-008-0003","0","1"
"364","13-008-0006","0","1"
"365","13-008-0007","1","1"
"366","13-008-0010","0","1"
"367","13-008-0011","0","1"
"368","13-008-0013","0","1"
"369","13-008-0014","0","1"
"370","13-008-0016","0","1"
"371","13-008-0025","0","1"
"372","13-008-0027","0","1"
"373","13-008-0029","0","1"
"374","13-008-0031","0","1"
"375","13-008-0032","0","1"
"376","13-010-0001","0","1"
"377","13-010-0003","0","1"
"378","13-010-0006","1","0"
"379","13-010-0009","0","1"
"380","13-010-0011","1","1"
"381","13-010-0013","0","1"
"382","13-010-0014","0","1"
"383","13-010-0015","0","1"
"384","13-010-0016","1","0"
"385","13-010-0017","0","1"
"386","13-010-0018","0","1"
"387","13-010-0020","0","1"
"388","13-010-0024","1","0"
"389","13-010-0027","0","1"
"390","13-010-0030","0","1"
"391","13-011-0075","0","1"
"392","13-011-0160","0","1"
"393","13-011-0237","0","1"
"394","13-011-0264","1","0"
"395","13-011-0266","0","1"
"396","13-011-0283","0","1"
"397","13-011-0289","0","1"
"398","13-011-0349","1","0"
"399","13-011-0365","0","1"
"400","13-011-0370","0","1"
"401","13-011-0372","0","1"
"402","13-011-0496","0","1"
"403","13-011-0560","0","1"
"404","13-011-0614","1","1"
"405","13-011-0661","0","1"
"406","13-011-0731","0","1"
"407","13-011-0742","0","1"
"408","13-011-0778","0","1"
"409","13-011-0794","0","1"
"410","13-011-0857","0","1"
"411","13-011-0863","0","1"
"412","13-011-0877","0","1"
"413","13-011-0893","0","1"
"414","13-011-0901","0","1"
"415","13-011-0954","0","1"
"416","13-011-0982","0","1"
"417","13-011-0999","0","1"
"418","13-011-1013","0","1"
"419","14-002-0186","0","1"
"420","14-003-0122","0","1"
"421","14-003-0321","0","1"
"422","14-003-0380","0","1"
"423","14-003-1204","0","1"
"424","14-003-1270","0","1"
"425","14-003-1498","0","1"
"426","14-004-0013","0","1"
"427","14-008-0003","1","0"
"428","14-010-0001","1","0"
"429","14-010-0002","0","1"
"430","14-011-0044","0","1"
"431","14-011-0073","0","1"
"432","14-011-0075","0","1"
"433","14-011-0086","0","1"
"434","14-011-0092","0","1"
"435","14-011-0104","0","1"
"436","14-011-0114","0","1"
"437","14-011-0130","0","1"
"438","14-011-0137","0","1"
"439","14-011-0192","0","1"
"440","14-011-0209","0","1"
"441","14-011-0213","2","1"
"442","14-011-0239","0","1"
"443","14-011-0244","0","1"
"444","14-011-0275","0","1"
"445","14-011-0289","0","1"
"446","14-011-0293","0","1"
"447","14-011-0297","0","1"
"448","14-011-0313","0","1"
"449","14-011-0314","0","1"
"450","14-011-0321","0","1"
"451","14-011-0374","0","1"
"452","14-011-0398","2","1"
"453","14-011-0437","3","0"
"454","14-011-0461","0","1"
"455","14-011-0482","0","1"
"456","14-011-0503","0","1"
"457","14-011-0537","0","1"
"458","14-011-0586","0","1"
"459","14-011-0597","0","1"
"460","14-011-0602","0","1"
"461","14-011-0612","0","1"
"462","14-011-0622","0","1"
"463","14-011-0706","1","0"
"464","14-011-0713","0","1"
"465","14-011-0720","0","1"
"466","14-011-0727","0","1"
"467","14-011-0770","0","1"
"468","14-011-0790","0","1"
"469","14-011-0868","0","1"
"470","14-011-0876","0","1"
"471","14-011-0904","0","1"
"472","14-011-0913","0","1"
"473","14-011-0921","0","1"
"474","14-011-0938","0","1"
"475","14-011-0964","1","0"
"476","14-011-0973","0","1"
"477","14-011-0974","0","1"
"478","14-011-0976","0","1"
"479","14-011-0986","0","1"
"480","14-011-0988","0","1"
"481","14-011-0995","0","1"
"482","14-011-1039","0","1"
"483","14-011-1097","1","0"
"484","14-011-1101","0","1"
"485","14-011-1102","0","1"
"486","14-011-1104","2","0"
"487","14-011-1105","0","1"
"488","14-011-1109","0","1"
"489","14-011-1142","1","0"
"490","14-011-1146","0","1"
"491","15-001-0252","0","1"
"492","15-001-0336","0","1"
"493","15-001-0342","0","1"
"494","15-002-0070","0","1"
"495","15-002-0089","0","1"
"496","15-002-0289","0","1"
"497","15-003-0338","0","1"
"498","15-003-0775","0","1"
"499","15-003-1441","0","1"
"500","15-007-0010","0","1"
"501","15-008-0001","0","1"
"502","15-008-0003","0","1"
"503","15-008-0004","0","1"
"504","15-008-0006","0","1"
"505","15-008-0007","0","1"
"506","15-008-0009","0","1"
"507","15-008-0010","0","1"
"508","15-008-0013","0","1"
"509","15-008-0014","1","0"
"510","15-008-0015","0","1"
"511","15-008-0022","0","1"
"512","15-008-0023","0","1"
"513","15-008-0026","0","1"
"514","15-008-0028","0","1"
"515","15-008-0030","1","1"
"516","15-009-0001","1","0"
"517","15-009-0007","0","1"
"518","15-009-0009","0","1"
"519","15-009-0012","0","1"
"520","15-009-0013","0","1"
"521","15-009-0016","0","1"
"522","15-009-0018","1","0"
"523","15-009-0020","0","1"
"524","15-009-0021","0","1"
"525","15-009-0022","0","1"
"526","15-009-0026","0","1"
"527","15-009-0027","0","1"
"528","15-009-0028","0","1"
"529","15-010-0002","0","1"
"530","15-010-0003","1","0"
"531","15-010-0006","1","0"
"532","15-010-0007","0","1"
"533","15-010-0009","0","1"
"534","15-010-0010","0","1"
"535","15-010-0011","2","0"
"536","15-010-0012","1","0"
"537","15-010-0013","0","1"
"538","15-010-0015","0","1"
"539","15-010-0018","0","1"
"540","15-010-0022","0","1"
"541","15-010-0023","0","1"
"542","15-010-0028","0","1"
"543","15-010-0029","0","1"
"544","15-010-0031","0","1"
"545","15-010-0033","0","1"
"546","15-010-0035","0","1"
"547","15-011-0011","0","1"
"548","15-011-0014","0","1"
"549","15-011-0026","0","1"
"550","15-011-0035","0","1"
"551","15-011-0045","0","1"
"552","15-011-0046","0","1"
"553","15-011-0047","0","1"
"554","15-011-0049","0","1"
"555","15-011-0079","0","1"
"556","15-011-0085","0","1"
"557","15-011-0089","0","1"
"558","15-011-0096","3","1"
"559","15-011-0098","0","1"
"560","15-011-0099","0","1"
"561","15-011-0107","1","1"
"562","15-011-0114","0","1"
"563","15-011-0125","1","1"
"564","15-011-0128","0","1"
"565","15-011-0144","0","1"
"566","15-011-0150","1","1"
"567","15-011-0157","0","1"
"568","15-011-0172","0","1"
"569","15-011-0185","0","1"
"570","15-011-0186","0","1"
"571","15-011-0196","0","1"
"572","15-011-0208","0","1"
"573","15-011-0224","0","1"
"574","15-011-0241","0","1"
"575","15-011-0258","0","1"
"576","15-011-0278","0","1"
"577","15-011-0280","1","1"
"578","15-011-0283","0","1"
"579","15-011-0284","0","1"
"580","15-011-0286","0","1"
"581","15-011-0289","0","1"
"582","15-011-0306","0","1"
"583","15-011-0332","0","1"
"584","15-011-0334","1","1"
"585","15-011-0336","0","1"
"586","15-011-0339","0","1"
"587","15-011-0340","0","1"
"588","15-011-0353","0","1"
"589","15-011-0365","0","1"
"590","15-011-0379","0","1"
"591","15-011-0409","1","1"
"592","15-011-0465","0","1"
"593","15-011-0477","0","1"
"594","15-011-0478","0","1"
"595","15-011-0528","0","1"
"596","15-011-0535","0","1"
"597","15-011-0548","0","1"
"598","15-011-0557","0","1"
"599","15-011-0558","1","1"
"600","15-011-0578","0","1"
"601","15-011-0584","0","1"
"602","15-011-0592","0","1"
"603","15-011-0608","0","1"
"604","15-011-0667","0","1"
"605","15-011-0668","0","1"
"606","15-011-0677","0","1"
"607","15-011-0679","0","1"
"608","15-011-0680","0","1"
"609","15-011-0704","0","1"
"610","15-011-0711","0","1"
"611","15-011-0738","0","1"
"612","15-011-0748","0","1"
"613","15-011-0762","1","0"
"614","15-011-0790","3","0"
"615","15-011-0791","0","1"
"616","15-011-0802","0","1"
"617","15-011-0828","0","1"
"618","15-011-0855","0","1"
"619","15-011-0886","0","1"
"620","15-011-0890","0","1"
"621","15-011-0898","0","1"
"622","15-011-0899","0","1"
"623","15-011-0924","0","1"
"624","15-011-0949","0","1"
"625","15-011-0951","0","1"
"626","15-011-0957","0","1"
"627","15-011-0966","0","1"
"628","15-011-1025","0","1"
"629","15-011-1037","0","1"
"630","15-011-1059","1","0"
"631","15-011-1060","0","1"
"632","15-011-1085","0","1"
"633","15-011-1094","0","1"
"634","15-011-1107","0","1"
"635","15-011-1119","0","1"
"636","15-011-1135","0","1"
"637","15-011-1152","0","1"
"638","15-011-1185","0","1"
"639","15-011-1187","0","1"
"640","15-011-1190","0","1"
"641","15-011-1209","0","1"
"642","15-011-1225","0","1"
"643","15-011-1226","0","1"
"644","15-011-1234","0","1"
"645","15-011-1245","0","1"
"646","15-011-1255","0","1"
"647","15-011-1297","0","1"
"648","16-001-0022","0","1"
"649","16-001-0046","0","1"
"650","16-001-0243","0","1"
"651","16-002-0119","0","1"
"652","16-003-0405","1","0"
"653","16-003-1449","1","0"
"654","16-004-0033","1","0"
"655","16-008-0006","0","1"
"656","16-008-0009","0","1"
"657","16-008-0010","0","1"
"658","16-008-0011","0","1"
"659","16-008-0012","2","0"
"660","16-008-0015","0","1"
"661","16-008-0017","0","1"
"662","16-008-0019","0","1"
"663","16-008-0023","0","1"
"664","16-010-0002","1","0"
"665","16-010-0004","1","1"
"666","16-010-0007","0","1"
"667","16-010-0014","0","1"
"668","16-010-0019","0","1"
"669","16-010-0020","0","1"
"670","16-010-0022","0","1"
"671","16-010-0023","0","1"
"672","16-010-0024","0","1"
"673","16-011-0004","0","1"
"674","16-011-0010","0","1"
"675","16-011-0014","0","1"
"676","16-011-0018","1","0"
"677","16-011-0020","0","1"
"678","16-011-0030","0","1"
"679","16-011-0036","0","1"
"680","16-011-0038","1","0"
"681","16-011-0040","0","1"
"682","16-011-0042","0","1"
"683","16-011-0047","0","1"
"684","16-011-0048","0","1"
"685","16-011-0050","1","1"
"686","16-011-0053","1","1"
"687","16-011-0059","1","1"
"688","16-011-0061","0","1"
"689","16-011-0063","0","1"
"690","16-011-0067","0","1"
"691","16-011-0069","0","1"
"692","16-011-0072","0","1"
"693","16-011-0079","0","1"
"694","16-011-0090","1","1"
"695","16-011-0091","0","1"
"696","16-011-0098","0","1"
"697","16-011-0103","0","1"
"698","16-011-0112","1","1"
"699","16-011-0121","1","0"
"700","16-011-0129","0","1"
"701","16-011-0136","1","0"
"702","16-011-0138","1","1"
"703","16-011-0139","0","1"
"704","16-011-0154","1","1"
"705","16-011-0163","1","1"
"706","16-011-0169","0","1"
"707","16-011-0172","0","1"
"708","16-011-0179","0","1"
"709","16-011-0188","0","1"
"710","16-011-0189","0","1"
"711","16-011-0190","0","1"
"712","16-011-0208","0","1"
"713","16-011-0214","0","1"
"714","16-011-0218","0","1"
"715","16-011-0221","0","1"
"716","16-011-0226","1","1"
"717","16-011-0232","0","1"
"718","16-011-0263","0","1"
"719","16-011-0272","1","1"
"720","16-011-0311","0","1"
"721","16-011-0320","0","1"
"722","16-011-0335","0","1"
"723","16-011-0349","0","1"
"724","16-011-0353","1","1"
"725","16-011-0361","1","1"
"726","16-011-0370","0","1"
"727","16-011-0417","1","0"
"728","16-011-0420","0","1"
"729","16-011-0437","2","1"
"730","16-011-0444","0","1"
"731","16-011-0446","0","1"
"732","16-011-0456","1","1"
"733","16-011-0462","1","0"
"734","16-011-0468","0","1"
"735","16-011-0476","1","0"
"736","16-011-0526","0","1"
"737","16-011-0577","0","1"
"738","16-011-0578","1","1"
"739","16-011-0580","0","1"
"740","16-011-0584","0","1"
"741","16-011-0603","2","0"
"742","16-011-0626","0","1"
"743","16-011-0631","0","1"
"744","16-011-0650","1","0"
"745","16-011-0654","0","1"
"746","16-011-0658","0","1"
"747","16-011-0664","0","1"
"748","16-011-0669","0","1"
"749","16-011-0671","1","0"
"750","16-011-0792","1","1"
"751","16-011-0795","2","1"
"752","16-011-0857","1","0"
"753","16-011-0900","0","1"
"754","16-011-1018","0","1"
"755","16-011-1072","1","1"
"756","16-011-1093","0","1"
"757","16-011-1131","0","1"
"758","16-011-1136","0","1"
"759","16-011-1138","0","1"
"760","16-011-1184","0","1"
"761","16-011-1203","0","1"
"762","16-011-1225","1","0"
"763","17-002-0265","0","1"
"764","17-002-0323","0","1"
"765","17-002-0359","0","1"
"766","17-003-1307","0","1"
"767","17-003-1450","0","1"
"768","17-003-1598","0","1"
"769","17-003-1647","0","1"
"770","17-005-0001","0","1"
"771","17-005-0003","0","1"
"772","17-005-0008","0","1"
"773","17-005-0010","0","1"
"774","17-005-0012","0","1"
"775","17-005-0013","0","1"
"776","17-005-0016","0","1"
"777","17-005-0021","1","0"
"778","17-005-0022","0","1"
"779","17-006-0002","0","1"
"780","17-006-0004","0","1"
"781","17-006-0005","0","1"
"782","17-006-0010","0","1"
"783","17-006-0012","0","1"
"784","17-006-0014","0","1"
"785","17-006-0016","0","1"
"786","17-006-0017","0","1"
"787","17-007-0004","0","1"
"788","17-007-0005","0","1"
"789","17-007-0008","0","1"
"790","17-007-0009","0","1"
"791","17-007-0011","0","1"
"792","17-011-0033","0","1"
"793","17-011-0048","0","1"
"794","17-011-0062","0","1"
"795","17-011-0080","0","1"
"796","17-011-0081","0","1"
"797","17-011-0089","0","1"
"798","17-011-0093","0","1"
"799","17-011-0094","0","1"
"800","17-011-0095","0","1"
"801","17-011-0104","0","1"
"802","17-011-0146","0","1"
"803","17-011-0150","0","1"
"804","17-011-0157","0","1"
"805","17-011-0168","0","1"
"806","17-011-0170","0","1"
"807","17-011-0178","0","1"
"808","17-011-0201","0","1"
"809","17-011-0206","0","1"
"810","17-011-0220","0","1"
"811","17-011-0228","0","1"
"812","17-011-0242","0","1"
"813","17-011-0256","0","1"
"814","17-011-0262","0","1"
"815","17-011-0265","0","1"
"816","17-011-0277","1","1"
"817","17-011-0288","0","1"
"818","17-011-0291","0","1"
"819","17-011-0297","0","1"
"820","17-011-0303","0","1"
"821","17-011-0339","0","1"
"822","17-011-0351","0","1"
"823","17-011-0355","0","1"
"824","17-011-0379","0","1"
"825","17-011-0380","0","1"
"826","17-011-0389","0","1"
"827","17-011-0398","0","1"
"828","17-011-0404","0","1"
"829","17-011-0408","2","0"
"830","17-011-0457","0","1"
"831","17-011-0465","0","1"
"832","17-011-0470","0","1"
"833","17-011-0471","0","1"
"834","17-011-0480","0","1"
"835","17-011-0504","0","1"
"836","17-011-0518","0","1"
"837","17-011-0550","0","1"
"838","17-011-0589","0","1"
"839","17-011-0593","0","1"
"840","17-011-0597","0","1"
"841","17-011-0653","0","1"
"842","17-011-0692","0","1"
"843","17-011-0726","0","1"
"844","17-011-0728","0","1"
"845","17-011-0733","1","0"
"846","17-011-0774","0","1"
"847","17-011-0806","0","1"
"848","17-011-0814","0","1"
"849","17-011-0831","0","1"
"850","17-011-0854","0","1"
"851","17-011-0962","0","1"
"852","17-011-0992","0","1"
"853","17-011-0993","0","1"
"854","17-011-1023","0","1"
"855","17-011-1035","0","1"
"856","17-011-1044","0","1"
"857","17-011-1051","0","1"
"858","17-011-1062","1","0"
"859","17-011-1135","0","1"
"860","17-011-1168","0","1"
"861","17-011-1176","0","1"
"862","17-011-1180","0","1"
"863","17-011-1220","0","1"
"864","18-001-0188","0","1"
"865","18-002-0486","0","1"
"866","18-002-0496","0","1"
"867","18-002-0604","0","1"
"868","18-003-0263","0","1"
"869","18-008-0003","0","1"
"870","18-008-0007","1","0"
"871","18-008-0008","0","1"
"872","18-008-0009","0","1"
"873","18-008-0012","0","1"
"874","18-008-0013","0","1"
"875","18-008-0014","0","1"
"876","18-008-0016","1","0"
"877","18-008-0017","0","1"
"878","18-008-0019","1","0"
"879","18-008-0020","1","0"
"880","18-008-0021","0","1"
"881","18-008-0022","0","1"
"882","18-008-0023","0","1"
"883","18-008-0024","0","1"
"884","18-008-0025","0","1"
"885","18-008-0026","0","1"
"886","18-008-0027","0","1"
"887","18-008-0028","0","1"
"888","18-009-0002","1","0"
"889","18-009-0003","1","0"
"890","18-009-0010","1","0"
"891","18-009-0011","1","0"
"892","18-009-0012","1","0"
"893","18-009-0014","1","0"
"894","18-009-0015","1","0"
"895","18-009-0016","1","0"
"896","18-009-0018","1","0"
"897","18-009-0019","0","1"
"898","18-009-0020","0","1"
"899","18-009-0024","1","0"
"900","18-009-0025","1","0"
"901","18-009-0026","1","0"
"902","18-009-0030","1","0"
"903","18-010-0002","1","0"
"904","18-010-0004","1","0"
"905","18-010-0005","1","1"
"906","18-010-0006","0","1"
"907","18-010-0008","1","0"
"908","18-010-0012","1","0"
"909","18-010-0013","1","0"
"910","18-010-0016","0","1"
"911","18-010-0019","1","0"
"912","18-010-0022","1","0"
"913","18-010-0023","1","0"
"914","18-010-0024","0","1"
"915","18-010-0025","0","1"
"916","18-010-0029","0","1"
"917","18-010-0030","1","0"
"918","18-010-0032","1","0"
"919","18-010-0034","1","0"
"920","18-010-0035","1","0"
"921","18-010-0036","1","0"
"922","18-010-0037","0","1"
"923","18-010-0040","0","1"
"924","18-010-0041","1","0"
"925","18-010-0043","1","0"
"926","18-010-0045","1","0"
"927","18-010-0049","1","0"
"928","18-010-0050","1","0"
"929","18-010-0052","1","0"
"930","18-010-0055","0","1"
"931","18-010-0056","1","0"
