"","Matricula","NC","C"
"112","07-010-0006","1","0"
"113","07-010-0007","0","1"
"114","07-010-0008","0","1"
"115","07-010-0009","0","1"
"116","07-010-0011","0","1"
"117","07-010-0012","0","1"
"118","07-010-0016","0","1"
"119","07-010-0018","0","1"
"120","07-010-0019","0","1"
"121","07-010-0021","0","1"
"122","07-010-0022","0","1"
"123","07-010-0023","2","1"
"124","07-010-0025","0","1"
"125","07-011-0214","2","0"
"126","07-011-0521","0","1"
"127","07-011-0523","0","1"
"128","07-011-0539","0","1"
"129","07-011-0662","0","1"
"130","07-011-0906","0","1"
"131","07-011-0923","0","1"
"132","08-001-0054","0","1"
"133","08-002-0082","2","1"
"134","08-003-0842","5","1"
"135","08-003-1348","0","1"
"136","08-003-1370","0","1"
"137","08-005-0007","0","1"
"138","08-005-0010","2","0"
"139","08-006-0001","0","1"
"140","08-006-0003","0","1"
"141","08-006-0004","2","0"
"142","08-006-0005","0","1"
"143","08-006-0006","1","1"
"144","08-006-0007","0","1"
"145","08-006-0008","0","1"
"146","08-006-0009","0","1"
"147","08-006-0011","0","1"
"148","08-007-0002","0","1"
"149","08-008-0001","0","1"
"150","08-008-0002","0","1"
"151","08-008-0003","0","1"
"152","08-008-0004","0","1"
"153","08-008-0006","0","1"
"154","08-008-0008","0","1"
"155","08-008-0009","1","1"
"156","08-008-0010","1","1"
"157","08-008-0011","0","1"
"158","08-008-0014","0","1"
"159","08-008-0015","1","0"
"160","08-009-0002","3","1"
"161","08-009-0004","0","1"
"162","08-009-0005","0","1"
"163","08-009-0008","1","1"
"164","08-009-0011","0","1"
"165","08-009-0015","2","0"
"166","08-009-0016","0","1"
"167","08-009-0017","0","1"
"168","08-009-0018","2","0"
"169","08-009-0019","1","1"
"170","08-009-0020","0","1"
"171","08-009-0023","2","0"
"172","08-009-0024","2","0"
"173","08-009-0025","0","1"
"174","08-009-0026","2","1"
"175","08-011-0043","3","1"
"176","08-011-0052","2","1"
"177","08-011-0062","0","1"
"178","08-011-0115","0","1"
"179","08-011-0116","0","1"
"180","08-011-0331","2","0"
"181","08-011-0632","0","1"
"182","08-011-0908","1","1"
"183","08-011-0928","0","1"
"184","08-011-1022","0","1"
"185","08-011-1036","1","1"
"186","09-001-0078","0","1"
"187","09-002-0168","0","1"
"188","09-002-0244","1","1"
"189","09-003-0062","0","1"
"190","09-003-0695","1","1"
"191","09-004-0086","3","1"
"192","09-005-0003","0","1"
"193","09-006-0001","0","1"
"194","09-006-0002","0","1"
"195","09-006-0003","1","0"
"196","09-007-0001","1","1"
"197","09-008-0004","1","0"
"198","09-008-0005","0","1"
"199","09-008-0007","3","1"
"200","09-008-0008","0","1"
"201","09-008-0011","2","1"
"202","09-008-0012","0","1"
"203","09-008-0013","1","0"
"204","09-008-0014","1","0"
"205","09-008-0016","0","1"
"206","09-008-0018","2","0"
"207","09-008-0020","0","1"
"208","09-008-0021","1","1"
"209","09-008-0022","0","1"
"210","09-008-0025","1","0"
"211","09-008-0027","1","1"
"212","09-008-0028","1","0"
"213","09-008-0029","0","1"
"214","09-009-0001","0","1"
"215","09-010-0001","3","1"
"216","09-010-0002","1","0"
"217","09-010-0005","0","1"
"218","09-010-0009","0","1"
"219","09-010-0011","1","1"
"220","09-010-0013","0","1"
"221","09-010-0018","1","1"
"222","09-010-0020","1","0"
"223","09-010-0021","1","1"
"224","09-010-0022","1","0"
"225","09-010-0026","0","1"
"226","09-010-0028","2","1"
"227","09-011-0034","4","1"
"228","09-011-0242","1","0"
"229","09-011-0538","0","1"
"230","09-011-0587","0","1"
"231","09-011-0626","2","1"
"232","09-011-0627","1","1"
"233","10-001-0193","0","1"
"234","10-002-0044","0","1"
"235","10-003-0139","0","1"
"236","10-003-0424","0","1"
"237","10-003-0840","0","1"
"238","10-003-1048","0","1"
"239","10-003-1164","0","1"
"240","10-003-1374","0","1"
"241","10-005-0001","0","1"
"242","10-005-0002","0","1"
"243","10-005-0003","0","1"
"244","10-005-0005","0","1"
"245","10-005-0008","0","1"
"246","10-005-0010","0","1"
"247","10-005-0013","0","1"
"248","10-005-0015","2","0"
"249","10-005-0019","0","1"
"250","10-005-0020","0","1"
"251","10-005-0021","0","1"
"252","10-007-0001","0","1"
"253","10-008-0001","0","1"
"254","10-008-0003","0","1"
"255","10-008-0006","1","0"
"256","10-008-0007","1","0"
"257","10-008-0008","0","1"
"258","10-008-0010","1","1"
"259","10-008-0012","3","0"
"260","10-008-0014","0","1"
"261","10-008-0015","0","1"
"262","10-008-0016","1","0"
"263","10-008-0018","2","0"
"264","10-008-0020","0","1"
"265","10-008-0021","1","1"
"266","10-008-0025","0","1"
"267","10-008-0026","2","0"
"268","10-008-0029","2","0"
"269","10-008-0033","0","1"
"270","10-008-0034","0","1"
"271","10-008-0035","1","1"
"272","10-008-0036","1","0"
"273","10-008-0037","2","0"
"274","10-009-0001","1","0"
"275","10-009-0007","0","1"
"276","10-009-0010","0","1"
"277","10-009-0014","0","1"
"278","10-009-0016","1","0"
"279","10-009-0019","2","1"
"280","10-009-0025","1","1"
"281","10-009-0027","0","1"
"282","10-009-0030","0","1"
"283","10-009-0032","0","1"
"284","10-010-0002","1","0"
"285","10-010-0003","1","1"
"286","10-011-0116","0","1"
"287","10-011-0137","0","1"
"288","10-011-0181","1","0"
"289","10-011-0270","0","1"
"290","10-011-0301","1","0"
"291","10-011-0316","1","1"
"292","10-011-0350","0","1"
"293","10-011-0375","0","1"
"294","10-011-0531","0","1"
"295","10-011-0570","0","1"
"296","11-001-0089","0","1"
"297","11-001-0215","0","1"
"298","11-002-0059","2","0"
"299","11-002-0078","1","1"
"300","11-002-0199","0","1"
"301","11-002-0342","0","1"
"302","11-003-0102","0","1"
"303","11-003-1070","0","1"
"304","11-004-0109","1","1"
"305","11-005-0002","0","1"
"306","11-005-0003","2","1"
"307","11-005-0004","2","0"
"308","11-005-0005","0","1"
"309","11-005-0008","0","1"
"310","11-005-0011","1","0"
"311","11-005-0012","0","1"
"312","11-005-0013","1","0"
"313","11-006-0001","1","1"
"314","11-007-0001","0","1"
"315","11-008-0001","1","1"
"316","11-008-0003","0","1"
"317","11-008-0004","0","1"
"318","11-008-0005","0","1"
"319","11-008-0006","0","1"
"320","11-009-0001","0","1"
"321","11-010-0004","0","1"
"322","11-010-0006","1","0"
"323","11-010-0007","0","1"
"324","11-010-0009","0","1"
"325","11-010-0011","0","1"
"326","11-010-0014","1","0"
"327","11-010-0016","0","1"
"328","11-010-0017","0","1"
"329","11-010-0018","0","1"
"330","11-010-0019","0","1"
"331","11-010-0021","0","1"
"332","11-010-0023","0","1"
"333","11-010-0027","1","0"
"334","11-010-0029","0","1"
"335","11-010-0030","0","1"
"336","11-010-0031","1","0"
"337","11-010-0032","2","0"
"338","11-011-0378","1","1"
"339","11-011-0566","2","1"
"340","11-011-0581","5","0"
"341","11-011-0678","0","1"
"342","11-011-0762","0","1"
"343","12-001-0069","0","1"
"344","12-001-0208","0","1"
"345","12-002-0025","0","1"
"346","12-003-0277","0","1"
"347","12-003-0782","0","1"
"348","12-003-1259","0","1"
"349","12-003-1635","1","1"
"350","12-003-1684","1","1"
"351","12-004-0084","2","1"
"352","12-004-0115","0","1"
"353","12-005-0001","1","1"
"354","12-006-0001","0","1"
"355","12-008-0001","1","0"
"356","12-008-0002","0","1"
"357","12-008-0003","0","1"
"358","12-008-0007","0","1"
"359","12-008-0008","0","1"
"360","12-008-0009","0","1"
"361","12-008-0010","0","1"
"362","12-008-0011","1","0"
"363","12-008-0013","0","1"
"364","12-008-0014","0","1"
"365","12-008-0015","1","1"
"366","12-008-0016","1","1"
"367","12-008-0019","0","1"
"368","12-008-0020","0","1"
"369","12-008-0022","1","0"
"370","12-008-0023","6","1"
"371","12-008-0025","0","1"
"372","12-008-0026","0","1"
"373","12-008-0028","0","1"
"374","12-008-0029","1","0"
"375","12-008-0030","1","0"
"376","12-009-0002","0","1"
"377","12-009-0004","0","1"
"378","12-009-0006","1","0"
"379","12-009-0007","2","0"
"380","12-009-0008","0","1"
"381","12-009-0011","1","0"
"382","12-009-0012","1","0"
"383","12-009-0016","1","0"
"384","12-009-0019","1","1"
"385","12-009-0020","0","1"
"386","12-009-0023","1","0"
"387","12-009-0024","0","1"
"388","12-009-0026","0","1"
"389","12-009-0027","1","0"
"390","12-009-0028","1","0"
"391","12-011-0037","0","1"
"392","12-011-0092","0","1"
"393","12-011-0147","0","1"
"394","12-011-0165","2","0"
"395","12-011-0175","1","1"
"396","12-011-0180","1","1"
"397","12-011-0352","0","1"
"398","12-011-0399","0","1"
"399","12-011-0530","0","1"
"400","12-011-0608","0","1"
"401","12-011-0776","1","1"
"402","12-011-0861","0","1"
"403","12-011-0905","0","1"
"404","12-011-0957","0","1"
"405","12-011-0979","0","1"
"406","12-011-0984","2","0"
"407","12-011-0998","2","1"
"408","12-011-1009","0","1"
"409","12-011-1192","0","1"
"410","13-001-0022","2","1"
"411","13-001-0041","0","1"
"412","13-001-0085","1","0"
"413","13-001-0109","2","1"
"414","13-001-0265","1","1"
"415","13-003-0256","0","1"
"416","13-003-0582","1","1"
"417","13-003-0628","2","0"
"418","13-003-0774","0","1"
"419","13-003-0882","0","1"
"420","13-003-0941","0","1"
"421","13-003-1054","0","1"
"422","13-003-1374","2","1"
"423","13-003-1505","0","1"
"424","13-003-1577","3","0"
"425","13-004-0021","0","1"
"426","13-004-0104","0","1"
"427","13-004-0154","0","1"
"428","13-004-0194","1","0"
"429","13-005-0002","0","1"
"430","13-005-0003","0","1"
"431","13-005-0004","0","1"
"432","13-005-0005","2","0"
"433","13-005-0007","0","1"
"434","13-005-0008","1","0"
"435","13-005-0013","1","1"
"436","13-005-0015","1","0"
"437","13-005-0016","0","1"
"438","13-005-0017","0","1"
"439","13-005-0018","0","1"
"440","13-005-0019","0","1"
"441","13-005-0020","1","1"
"442","13-006-0002","0","1"
"443","13-006-0003","0","1"
"444","13-006-0005","0","1"
"445","13-006-0006","0","1"
"446","13-006-0007","0","1"
"447","13-006-0008","1","0"
"448","13-006-0009","0","1"
"449","13-006-0011","0","1"
"450","13-006-0012","0","1"
"451","13-006-0013","0","1"
"452","13-006-0014","0","1"
"453","13-006-0015","0","1"
"454","13-006-0016","0","1"
"455","13-006-0018","0","1"
"456","13-006-0020","0","1"
"457","13-008-0001","0","1"
"458","13-008-0003","0","1"
"459","13-008-0004","0","1"
"460","13-008-0006","0","1"
"461","13-008-0007","0","1"
"462","13-008-0010","0","1"
"463","13-008-0011","0","1"
"464","13-008-0013","0","1"
"465","13-008-0014","0","1"
"466","13-008-0015","1","0"
"467","13-008-0016","0","1"
"468","13-008-0021","1","0"
"469","13-008-0022","1","0"
"470","13-008-0023","0","1"
"471","13-008-0024","3","0"
"472","13-008-0025","0","1"
"473","13-008-0027","0","1"
"474","13-008-0028","0","1"
"475","13-008-0029","1","1"
"476","13-008-0031","0","1"
"477","13-008-0032","1","1"
"478","13-010-0001","1","1"
"479","13-010-0003","0","1"
"480","13-010-0006","1","0"
"481","13-010-0007","1","0"
"482","13-010-0008","0","1"
"483","13-010-0009","0","1"
"484","13-010-0011","0","1"
"485","13-010-0012","0","1"
"486","13-010-0013","0","1"
"487","13-010-0014","0","1"
"488","13-010-0015","0","1"
"489","13-010-0016","1","0"
"490","13-010-0017","0","1"
"491","13-010-0018","0","1"
"492","13-010-0020","0","1"
"493","13-010-0022","1","0"
"494","13-010-0024","1","0"
"495","13-010-0025","0","1"
"496","13-010-0027","0","1"
"497","13-010-0029","0","1"
"498","13-010-0030","0","1"
"499","13-011-0075","0","1"
"500","13-011-0160","0","1"
"501","13-011-0237","0","1"
"502","13-011-0264","0","1"
"503","13-011-0266","0","1"
"504","13-011-0283","1","1"
"505","13-011-0289","0","1"
"506","13-011-0365","0","1"
"507","13-011-0370","0","1"
"508","13-011-0372","2","0"
"509","13-011-0427","0","1"
"510","13-011-0496","0","1"
"511","13-011-0614","0","1"
"512","13-011-0661","0","1"
"513","13-011-0731","0","1"
"514","13-011-0742","0","1"
"515","13-011-0778","0","1"
"516","13-011-0794","0","1"
"517","13-011-0857","3","0"
"518","13-011-0863","0","1"
"519","13-011-0877","1","1"
"520","13-011-0893","0","1"
"521","13-011-0901","0","1"
"522","13-011-0954","0","1"
"523","13-011-0956","1","0"
"524","13-011-0975","0","1"
"525","13-011-0999","0","1"
"526","13-011-1013","0","1"
"527","14-002-0186","1","1"
"528","14-003-0122","0","1"
"529","14-003-0240","2","1"
"530","14-003-0321","0","1"
"531","14-003-0380","0","1"
"532","14-003-0762","0","1"
"533","14-003-1204","0","1"
"534","14-003-1270","0","1"
"535","14-003-1364","0","1"
"536","14-003-1498","0","1"
"537","14-004-0013","1","1"
"538","14-008-0002","0","1"
"539","14-010-0002","0","1"
"540","14-011-0038","1","0"
"541","14-011-0044","0","1"
"542","14-011-0073","0","1"
"543","14-011-0075","0","1"
"544","14-011-0086","1","1"
"545","14-011-0092","0","1"
"546","14-011-0104","0","1"
"547","14-011-0114","0","1"
"548","14-011-0130","1","1"
"549","14-011-0137","0","1"
"550","14-011-0192","0","1"
"551","14-011-0209","0","1"
"552","14-011-0213","0","1"
"553","14-011-0239","0","1"
"554","14-011-0243","0","1"
"555","14-011-0244","0","1"
"556","14-011-0274","1","1"
"557","14-011-0275","2","1"
"558","14-011-0289","0","1"
"559","14-011-0293","0","1"
"560","14-011-0297","0","1"
"561","14-011-0313","0","1"
"562","14-011-0314","0","1"
"563","14-011-0321","0","1"
"564","14-011-0335","0","1"
"565","14-011-0374","0","1"
"566","14-011-0394","0","1"
"567","14-011-0398","0","1"
"568","14-011-0437","2","1"
"569","14-011-0461","0","1"
"570","14-011-0482","0","1"
"571","14-011-0503","0","1"
"572","14-011-0537","0","1"
"573","14-011-0597","1","0"
"574","14-011-0602","0","1"
"575","14-011-0612","0","1"
"576","14-011-0622","1","1"
"577","14-011-0698","0","1"
"578","14-011-0713","4","1"
"579","14-011-0720","0","1"
"580","14-011-0727","0","1"
"581","14-011-0770","0","1"
"582","14-011-0790","0","1"
"583","14-011-0868","0","1"
"584","14-011-0876","0","1"
"585","14-011-0904","1","1"
"586","14-011-0913","0","1"
"587","14-011-0921","0","1"
"588","14-011-0938","0","1"
"589","14-011-0964","0","1"
"590","14-011-0973","0","1"
"591","14-011-0974","0","1"
"592","14-011-0976","0","1"
"593","14-011-0984","0","1"
"594","14-011-0986","4","0"
"595","14-011-0988","0","1"
"596","14-011-0995","0","1"
"597","14-011-1039","0","1"
"598","14-011-1097","0","1"
"599","14-011-1101","1","0"
"600","14-011-1102","0","1"
"601","14-011-1104","1","0"
"602","14-011-1105","0","1"
"603","14-011-1109","1","1"
"604","14-011-1143","1","0"
"605","14-011-1146","0","1"
"606","15-001-0252","0","1"
"607","15-001-0342","1","1"
"608","15-002-0070","0","1"
"609","15-002-0089","0","1"
"610","15-002-0095","0","1"
"611","15-002-0199","0","1"
"612","15-002-0289","0","1"
"613","15-002-0315","1","1"
"614","15-003-0775","0","1"
"615","15-003-0936","1","1"
"616","15-003-1441","2","1"
"617","15-007-0002","1","0"
"618","15-007-0004","1","0"
"619","15-007-0005","0","1"
"620","15-007-0009","1","0"
"621","15-007-0010","0","1"
"622","15-007-0013","1","0"
"623","15-008-0001","0","1"
"624","15-008-0002","1","0"
"625","15-008-0003","1","0"
"626","15-008-0004","2","1"
"627","15-008-0006","0","1"
"628","15-008-0007","0","1"
"629","15-008-0008","1","0"
"630","15-008-0009","0","1"
"631","15-008-0010","0","1"
"632","15-008-0011","1","0"
"633","15-008-0012","0","1"
"634","15-008-0013","0","1"
"635","15-008-0014","1","0"
"636","15-008-0015","0","1"
"637","15-008-0016","0","1"
"638","15-008-0017","1","0"
"639","15-008-0018","1","0"
"640","15-008-0019","1","0"
"641","15-008-0020","1","0"
"642","15-008-0021","1","0"
"643","15-008-0022","0","1"
"644","15-008-0023","0","1"
"645","15-008-0025","1","0"
"646","15-008-0026","1","0"
"647","15-008-0027","1","0"
"648","15-008-0028","0","1"
"649","15-008-0030","0","1"
"650","15-008-0031","1","0"
"651","15-009-0001","0","1"
"652","15-009-0004","0","1"
"653","15-009-0007","0","1"
"654","15-009-0009","0","1"
"655","15-009-0011","0","1"
"656","15-009-0012","0","1"
"657","15-009-0013","0","1"
"658","15-009-0016","0","1"
"659","15-009-0017","0","1"
"660","15-009-0018","0","1"
"661","15-009-0020","0","1"
"662","15-009-0021","0","1"
"663","15-009-0022","0","1"
"664","15-009-0023","0","1"
"665","15-009-0024","0","1"
"666","15-009-0026","0","1"
"667","15-009-0027","0","1"
"668","15-009-0028","0","1"
"669","15-009-0029","0","1"
"670","15-009-0030","0","1"
"671","15-009-0034","1","0"
"672","15-010-0002","0","1"
"673","15-010-0003","1","0"
"674","15-010-0007","0","1"
"675","15-010-0010","0","1"
"676","15-010-0011","0","1"
"677","15-010-0012","0","1"
"678","15-010-0013","0","1"
"679","15-010-0015","0","1"
"680","15-010-0018","0","1"
"681","15-010-0022","0","1"
"682","15-010-0023","0","1"
"683","15-010-0024","0","1"
"684","15-010-0025","0","1"
"685","15-010-0026","0","1"
"686","15-010-0029","0","1"
"687","15-010-0033","0","1"
"688","15-010-0035","0","1"
"689","15-011-0011","0","1"
"690","15-011-0014","0","1"
"691","15-011-0026","1","1"
"692","15-011-0035","0","1"
"693","15-011-0045","0","1"
"694","15-011-0046","0","1"
"695","15-011-0047","0","1"
"696","15-011-0049","0","1"
"697","15-011-0058","1","1"
"698","15-011-0076","4","0"
"699","15-011-0079","0","1"
"700","15-011-0085","0","1"
"701","15-011-0089","0","1"
"702","15-011-0096","2","1"
"703","15-011-0098","2","1"
"704","15-011-0099","0","1"
"705","15-011-0107","0","1"
"706","15-011-0114","0","1"
"707","15-011-0119","0","1"
"708","15-011-0125","0","1"
"709","15-011-0128","3","1"
"710","15-011-0139","0","1"
"711","15-011-0144","0","1"
"712","15-011-0150","1","0"
"713","15-011-0157","0","1"
"714","15-011-0167","0","1"
"715","15-011-0170","0","1"
"716","15-011-0172","0","1"
"717","15-011-0185","0","1"
"718","15-011-0186","0","1"
"719","15-011-0191","1","0"
"720","15-011-0192","0","1"
"721","15-011-0196","0","1"
"722","15-011-0208","0","1"
"723","15-011-0221","0","1"
"724","15-011-0224","0","1"
"725","15-011-0243","1","0"
"726","15-011-0258","0","1"
"727","15-011-0266","1","0"
"728","15-011-0267","2","0"
"729","15-011-0270","1","0"
"730","15-011-0278","2","1"
"731","15-011-0280","1","1"
"732","15-011-0281","2","0"
"733","15-011-0283","0","1"
"734","15-011-0284","0","1"
"735","15-011-0286","0","1"
"736","15-011-0289","1","0"
"737","15-011-0306","0","1"
"738","15-011-0332","0","1"
"739","15-011-0334","0","1"
"740","15-011-0336","0","1"
"741","15-011-0339","0","1"
"742","15-011-0340","1","1"
"743","15-011-0348","0","1"
"744","15-011-0353","0","1"
"745","15-011-0365","0","1"
"746","15-011-0372","1","0"
"747","15-011-0379","0","1"
"748","15-011-0439","1","0"
"749","15-011-0461","0","1"
"750","15-011-0465","0","1"
"751","15-011-0477","0","1"
"752","15-011-0520","4","0"
"753","15-011-0528","0","1"
"754","15-011-0535","0","1"
"755","15-011-0545","0","1"
"756","15-011-0548","0","1"
"757","15-011-0557","0","1"
"758","15-011-0558","0","1"
"759","15-011-0562","1","0"
"760","15-011-0578","0","1"
"761","15-011-0584","0","1"
"762","15-011-0592","0","1"
"763","15-011-0606","1","0"
"764","15-011-0608","0","1"
"765","15-011-0618","1","0"
"766","15-011-0667","1","1"
"767","15-011-0668","1","1"
"768","15-011-0677","0","1"
"769","15-011-0679","1","0"
"770","15-011-0680","0","1"
"771","15-011-0704","0","1"
"772","15-011-0711","0","1"
"773","15-011-0737","1","0"
"774","15-011-0738","0","1"
"775","15-011-0748","0","1"
"776","15-011-0762","0","1"
"777","15-011-0790","0","1"
"778","15-011-0791","0","1"
"779","15-011-0802","0","1"
"780","15-011-0828","0","1"
"781","15-011-0855","0","1"
"782","15-011-0866","0","1"
"783","15-011-0886","0","1"
"784","15-011-0890","1","1"
"785","15-011-0898","0","1"
"786","15-011-0899","0","1"
"787","15-011-0906","0","1"
"788","15-011-0924","0","1"
"789","15-011-0949","0","1"
"790","15-011-0951","0","1"
"791","15-011-0957","0","1"
"792","15-011-0966","1","0"
"793","15-011-0972","0","1"
"794","15-011-1025","0","1"
"795","15-011-1037","1","0"
"796","15-011-1059","0","1"
"797","15-011-1060","0","1"
"798","15-011-1085","0","1"
"799","15-011-1094","0","1"
"800","15-011-1107","2","1"
"801","15-011-1119","1","1"
"802","15-011-1135","1","1"
"803","15-011-1152","0","1"
"804","15-011-1185","0","1"
"805","15-011-1187","3","1"
"806","15-011-1190","2","1"
"807","15-011-1209","0","1"
"808","15-011-1225","0","1"
"809","15-011-1226","0","1"
"810","15-011-1231","1","0"
"811","15-011-1234","0","1"
"812","15-011-1235","1","0"
"813","15-011-1245","0","1"
"814","15-011-1246","0","1"
"815","15-011-1255","0","1"
"816","15-011-1286","0","1"
"817","15-011-1297","0","1"
"818","16-001-0046","0","1"
"819","16-001-0102","0","1"
"820","16-001-0243","3","1"
"821","16-002-0119","0","1"
"822","16-003-0118","0","1"
"823","16-003-0405","0","1"
"824","16-003-1337","0","1"
"825","16-003-1378","0","1"
"826","16-004-0033","1","1"
"827","16-008-0001","1","0"
"828","16-008-0002","0","1"
"829","16-008-0005","0","1"
"830","16-008-0006","0","1"
"831","16-008-0009","0","1"
"832","16-008-0010","0","1"
"833","16-008-0011","0","1"
"834","16-008-0012","0","1"
"835","16-008-0013","0","1"
"836","16-008-0014","0","1"
"837","16-008-0015","0","1"
"838","16-008-0016","1","0"
"839","16-008-0017","0","1"
"840","16-008-0019","0","1"
"841","16-008-0021","0","1"
"842","16-008-0025","0","1"
"843","16-008-0028","1","0"
"844","16-008-0029","0","1"
"845","16-010-0001","0","1"
"846","16-010-0004","0","1"
"847","16-010-0007","0","1"
"848","16-010-0010","1","0"
"849","16-010-0013","0","1"
"850","16-010-0014","0","1"
"851","16-010-0019","0","1"
"852","16-010-0020","0","1"
"853","16-010-0022","0","1"
"854","16-010-0023","2","0"
"855","16-010-0024","0","1"
"856","16-010-0028","0","1"
"857","16-010-0030","1","1"
"858","16-011-0004","0","1"
"859","16-011-0010","0","1"
"860","16-011-0014","0","1"
"861","16-011-0018","0","1"
"862","16-011-0027","1","0"
"863","16-011-0030","1","1"
"864","16-011-0036","0","1"
"865","16-011-0038","3","0"
"866","16-011-0042","0","1"
"867","16-011-0045","1","1"
"868","16-011-0047","1","1"
"869","16-011-0048","1","1"
"870","16-011-0050","0","1"
"871","16-011-0053","1","0"
"872","16-011-0058","0","1"
"873","16-011-0059","1","1"
"874","16-011-0061","0","1"
"875","16-011-0063","0","1"
"876","16-011-0067","0","1"
"877","16-011-0069","0","1"
"878","16-011-0072","1","1"
"879","16-011-0079","0","1"
"880","16-011-0090","0","1"
"881","16-011-0091","2","0"
"882","16-011-0097","0","1"
"883","16-011-0098","1","1"
"884","16-011-0112","0","1"
"885","16-011-0121","1","0"
"886","16-011-0125","1","0"
"887","16-011-0126","1","1"
"888","16-011-0128","0","1"
"889","16-011-0129","0","1"
"890","16-011-0136","1","0"
"891","16-011-0138","0","1"
"892","16-011-0139","0","1"
"893","16-011-0154","1","1"
"894","16-011-0158","0","1"
"895","16-011-0163","3","1"
"896","16-011-0166","1","0"
"897","16-011-0169","0","1"
"898","16-011-0172","1","1"
"899","16-011-0179","0","1"
"900","16-011-0188","2","0"
"901","16-011-0189","0","1"
"902","16-011-0190","1","1"
"903","16-011-0195","1","0"
"904","16-011-0208","0","1"
"905","16-011-0214","2","1"
"906","16-011-0218","0","1"
"907","16-011-0221","0","1"
"908","16-011-0226","3","0"
"909","16-011-0232","0","1"
"910","16-011-0250","1","0"
"911","16-011-0263","0","1"
"912","16-011-0272","0","1"
"913","16-011-0311","1","1"
"914","16-011-0320","0","1"
"915","16-011-0335","1","1"
"916","16-011-0349","0","1"
"917","16-011-0353","0","1"
"918","16-011-0361","0","1"
"919","16-011-0370","0","1"
"920","16-011-0417","1","1"
"921","16-011-0420","0","1"
"922","16-011-0437","0","1"
"923","16-011-0443","0","1"
"924","16-011-0444","0","1"
"925","16-011-0446","1","1"
"926","16-011-0468","1","1"
"927","16-011-0476","0","1"
"928","16-011-0502","0","1"
"929","16-011-0512","0","1"
"930","16-011-0521","1","0"
"931","16-011-0526","0","1"
