"","Matricula","NC","C"
"460","18-010-0059","1","0"
"461","18-011-0027","0","1"
"462","18-011-0034","0","1"
"463","18-011-0091","0","1"
"464","18-011-0118","0","1"
"465","18-011-0125","0","1"
"466","18-011-0130","0","1"
"467","18-011-0185","0","1"
"468","18-011-0234","1","0"
"469","18-011-0298","0","1"
"470","18-011-0321","0","1"
"471","18-011-0365","1","1"
"472","18-011-0387","0","1"
"473","18-011-0455","2","0"
"474","18-011-0767","1","1"
"475","18-011-0849","0","1"
"476","18-011-0882","0","1"
"477","18-011-0887","1","0"
"478","18-011-0927","0","1"
"479","18-011-1016","1","0"
"480","18-011-1179","0","1"
"481","18-011-1204","1","1"
"482","18-011-1215","0","1"
"483","18-011-1218","0","1"
"484","18-011-1359","0","1"
"485","18-011-1376","0","1"
"486","19-005-0001","0","1"
"487","19-005-0002","0","1"
"488","19-005-0003","0","1"
"489","19-005-0004","0","1"
"490","19-005-0006","0","1"
"491","19-005-0010","0","1"
"492","19-005-0012","0","1"
"493","19-005-0015","0","1"
"494","19-006-0002","1","0"
"495","19-006-0003","0","1"
"496","19-006-0005","0","1"
"497","19-006-0006","0","1"
"498","19-006-0007","0","1"
"499","19-006-0008","1","0"
"500","19-007-0001","1","0"
"501","19-007-0004","0","1"
"502","19-007-0007","1","0"
"503","19-011-0056","1","0"
"504","19-011-0067","1","0"
"505","19-011-0209","0","1"
"506","19-011-0492","1","0"
"507","19-011-0518","0","1"
"508","19-011-0697","1","0"
"509","19-011-0756","1","1"
"510","20-011-0004","0","1"
"511","20-011-0019","1","0"
"512","20-011-0036","0","1"
"513","20-011-0038","0","1"
"514","20-011-0049","0","1"
"515","20-011-0131","2","0"
"516","20-011-0169","0","1"
"517","20-011-0182","0","1"
"518","20-011-0185","0","1"
"519","20-011-0209","0","1"
"520","20-011-0213","0","1"
"521","20-011-0231","0","1"
"522","20-011-0272","0","1"
"523","20-011-0320","0","1"
"524","20-011-0370","0","1"
"525","20-011-0498","0","1"
"526","20-011-0548","0","1"
"527","20-011-0760","0","1"
"528","20-011-0829","0","1"
"529","20-011-0852","1","0"
"530","20-011-0853","0","1"
"531","21-011-0095","0","1"
"532","21-011-0213","0","1"
"533","21-011-0524","0","1"
"534","21-011-1060","0","1"
"535","21-011-1216","0","1"
"536","21-011-1253","0","1"
